Belegnummer,Belegdatum,FilialeID,ProduktID,KundeID,Menge,Rabatt
B101033,2025-05-23,F3,P17,K0084,1,0.05
B101034,2025-05-23,F3,P08,K0113,2,0.0
B101035,2025-05-23,F3,P16,K0128,1,0.0
B101036,2025-05-23,F3,P18,K0115,1,0.05
B101037,2025-05-23,F4,P01,K0137,1,0.0
B101038,2025-05-23,F4,P14,K0149,1,0.1
B101039,2025-05-24,F1,P06,K0058,1,0.05
B101040,2025-05-24,F1,P18,K0043,1,0.1
B101041,2025-05-24,F2,P13,K0059,2,0.03
B101042,2025-05-24,F2,P16,K0063,1,0.0
B101043,2025-05-24,F2,P09,K0059,1,0.03
B101044,2025-05-24,F2,P16,K0067,1,0.0
B101045,2025-05-24,F2,P01,K0033,1,0.05
B101046,2025-05-24,F2,P16,K0074,1,0.05
B101047,2025-05-24,F2,P18,K0068,1,0.05
B101048,2025-05-24,F3,P18,K0070,1,0.08
B101049,2025-05-24,F3,P16,K0120,1,0.0
B101050,2025-05-24,F3,P13,K0096,1,0.05
B101051,2025-05-24,F3,P09,K0130,3,0.03
B101052,2025-05-24,F3,P13,K0087,2,0.0
B101053,2025-05-24,F4,P12,K0161,1,0.0
B101054,2025-05-24,F4,P18,K0157,1,0.05
B101055,2025-05-26,F1,P06,K0007,1,0.1
B101056,2025-05-26,F1,P11,K0031,3,0.0
B101057,2025-05-26,F1,P01,K0011,1,0.0
B101058,2025-05-26,F2,P07,K0059,1,0.05
B101059,2025-05-26,F2,P12,K0067,3,0.0
B101060,2025-05-26,F3,P01,K0127,1,0.0
B101061,2025-05-26,F3,P12,K0066,3,0.0
B101062,2025-05-26,F3,P14,K0088,2,0.05
B101063,2025-05-26,F4,P17,K0140,1,0.03
B101064,2025-05-26,F4,P08,K0152,1,0.05
B101065,2025-05-27,F1,P09,K0035,3,0.0
B101066,2025-05-27,F1,P16,K0005,1,0.0
B101067,2025-05-27,F1,P02,K0031,1,0.0
B101068,2025-05-27,F1,P01,K0109,1,0.1
B101069,2025-05-27,F2,P05,K0070,1,0.05
B101070,2025-05-27,F2,P15,K0105,1,0.03
B101071,2025-05-27,F2,P05,K0078,1,0.03
B101072,2025-05-27,F2,P12,K0079,3,0.0
B101073,2025-05-27,F2,P02,K0068,1,0.0
B101074,2025-05-27,F3,P01,K0099,1,0.05
B101075,2025-05-27,F3,P18,K0146,1,0.03
B101076,2025-05-27,F3,P03,K0132,1,0.05
B101077,2025-05-27,F3,P12,K0112,2,0.08
B101078,2025-05-27,F3,P05,K0130,1,0.05
B101079,2025-05-27,F4,P16,K0135,1,0.0
B101080,2025-05-28,F1,P11,K0003,1,0.0
B101081,2025-05-28,F1,P15,K0008,1,0.0
B101082,2025-05-28,F1,P10,K0038,2,0.0
B101083,2025-05-28,F2,P17,K0054,1,0.1
B101084,2025-05-28,F2,P05,K0079,1,0.1
B101085,2025-05-28,F3,P02,K0116,1,0.08
B101086,2025-05-28,F3,P16,K0093,1,0.1
B101087,2025-05-28,F3,P11,K0131,3,0.0
B101088,2025-05-28,F3,P01,K0113,1,0.05
B101089,2025-05-28,F4,P01,K0157,1,0.0
B101090,2025-05-28,F4,P17,K0139,1,0.1
B101091,2025-05-28,F4,P08,K0135,3,0.05
B101092,2025-05-29,F1,P12,K0023,3,0.0
B101093,2025-05-29,F1,P08,K0022,1,0.05
B101094,2025-05-29,F1,P16,K0013,1,0.0
B101095,2025-05-29,F1,P18,K0001,1,0.0
B101096,2025-05-29,F1,P16,K0023,1,0.0
B101097,2025-05-29,F1,P10,K0040,2,0.08
B101098,2025-05-29,F2,P02,K0073,1,0.1
B101099,2025-05-29,F2,P09,K0082,3,0.03
B101100,2025-05-29,F3,P04,K0099,1,0.0
B101101,2025-05-29,F3,P15,K0092,1,0.0
B101102,2025-05-29,F4,P18,K0160,1,0.03
B101103,2025-05-29,F4,P18,K0155,1,0.03
B101104,2025-05-29,F4,P11,K0158,2,0.05
B101105,2025-05-29,F4,P16,K0025,1,0.05
B101106,2025-05-30,F1,P02,K0021,1,0.03
B101107,2025-05-30,F1,P16,K0009,1,0.08
B101108,2025-05-30,F1,P08,K0025,2,0.0
B101109,2025-05-30,F1,P16,K0010,1,0.0
B101110,2025-05-30,F2,P11,K0079,2,0.1
B101111,2025-05-30,F2,P06,K0048,1,0.05
B101112,2025-05-30,F2,P01,K0064,1,0.0
B101113,2025-05-30,F2,P14,K0047,1,0.03
B101114,2025-05-30,F3,P01,K0119,1,0.0
B101115,2025-05-30,F3,P07,K0123,1,0.05
B101116,2025-05-30,F3,P12,K0096,1,0.05
B101117,2025-05-30,F3,P15,K0124,1,0.0
B101118,2025-05-30,F3,P01,K0100,1,0.05
B101119,2025-05-30,F4,P03,K0149,1,0.05
B101120,2025-05-30,F4,P18,K0145,1,0.1
B101121,2025-05-31,F1,P09,K0029,1,0.03
B101122,2025-05-31,F1,P02,K0084,1,0.03
B101123,2025-05-31,F2,P02,K0076,1,0.03
B101124,2025-05-31,F2,P16,K0061,1,0.0
B101125,2025-05-31,F2,P12,K0067,3,0.0
B101126,2025-05-31,F2,P14,K0049,1,0.1
B101127,2025-05-31,F3,P12,K0052,3,0.03
B101128,2025-05-31,F3,P11,K0114,3,0.05
B101129,2025-05-31,F3,P12,K0100,2,0.05
B101130,2025-05-31,F3,P16,K0133,1,0.05
B101131,2025-05-31,F4,P12,K0157,2,0.0
B101132,2025-05-31,F4,P12,K0156,1,0.0
B101133,2025-05-31,F4,P04,K0141,1,0.0
B101134,2025-05-31,F4,P12,K0139,1,0.08
B101135,2025-05-31,F4,P15,K0153,1,0.05
B101136,2025-06-02,F1,P16,K0040,1,0.05
B101137,2025-06-02,F1,P09,K0011,3,0.05
B101138,2025-06-02,F1,P11,K0006,3,0.0
B101139,2025-06-02,F1,P12,K0036,1,0.1
B101140,2025-06-02,F1,P08,K0014,2,0.03
B101141,2025-06-02,F2,P10,K0059,2,0.15
B101142,2025-06-02,F2,P16,K0150,1,0.25
B101143,2025-06-02,F2,P16,K0083,1,0.2
B101144,2025-06-02,F2,P12,K0061,3,0.15
B101145,2025-06-02,F3,P16,K0133,1,0.1
B101146,2025-06-02,F3,P11,K0109,2,0.05
B101147,2025-06-02,F3,P01,K0123,1,0.03
B101148,2025-06-02,F3,P02,K0084,1,0.05
B101149,2025-06-02,F3,P16,K0096,1,0.05
B101150,2025-06-02,F3,P11,K0086,3,0.05
B101151,2025-06-02,F4,P18,K0143,1,0.0
B101152,2025-06-02,F4,P08,K0155,1,0.05
B101153,2025-06-03,F1,P09,K0022,3,0.1
B101154,2025-06-03,F1,P08,K0044,2,0.0
B101155,2025-06-03,F1,P02,K0040,1,0.08
B101156,2025-06-03,F2,P12,K0051,1,0.2
B101157,2025-06-03,F2,P13,K0050,2,0.25
B101158,2025-06-03,F3,P08,K0127,3,0.0
B101159,2025-06-03,F3,P12,K0130,2,0.03
B101160,2025-06-03,F3,P05,K0095,1,0.0
B101161,2025-06-03,F3,P01,K0114,1,0.05
B101162,2025-06-03,F3,P18,K0102,1,0.0
B101163,2025-06-03,F4,P18,K0149,1,0.08
B101164,2025-06-04,F1,P01,K0034,1,0.08
B101165,2025-06-04,F1,P14,K0045,2,0.0
B101166,2025-06-04,F1,P04,K0035,1,0.0
B101167,2025-06-04,F1,P02,K0022,1,0.08
B101168,2025-06-04,F2,P13,K0023,2,0.25
B101169,2025-06-04,F2,P08,K0066,3,0.2
B101170,2025-06-04,F2,P11,K0071,2,0.15
B101171,2025-06-04,F2,P10,K0061,2,0.2
B101172,2025-06-04,F3,P15,K0103,1,0.0
B101173,2025-06-04,F3,P03,K0122,1,0.03
B101174,2025-06-04,F3,P15,K0131,1,0.0
B101175,2025-06-04,F4,P16,K0150,1,0.05
B101176,2025-06-04,F4,P09,K0138,1,0.05
B101177,2025-06-05,F1,P18,K0001,1,0.05
B101178,2025-06-05,F1,P16,K0029,1,0.0
B101179,2025-06-05,F1,P01,K0005,1,0.05
B101180,2025-06-05,F1,P09,K0082,1,0.05
B101181,2025-06-05,F2,P10,K0066,1,0.25
B101182,2025-06-05,F2,P13,K0048,1,0.15
B101183,2025-06-05,F2,P18,K0082,1,0.2
B101184,2025-06-05,F3,P02,K0086,1,0.0
B101185,2025-06-05,F3,P10,K0105,2,0.05
B101186,2025-06-05,F3,P01,K0116,1,0.08
B101187,2025-06-05,F3,P05,K0097,1,0.1
B101188,2025-06-05,F3,P16,K0089,1,0.05
B101189,2025-06-05,F3,P09,K0127,3,0.05
B101190,2025-06-05,F3,P05,K0126,1,0.0
B101191,2025-06-05,F3,P04,K0118,1,0.0
B101192,2025-06-05,F4,P08,K0143,1,0.1
B101193,2025-06-05,F4,P08,K0148,2,0.03
B101194,2025-06-06,F1,P10,K0101,2,0.0
B101195,2025-06-06,F1,P16,K0027,1,0.0
B101196,2025-06-06,F1,P09,K0038,3,0.05
B101197,2025-06-06,F2,P08,K0076,1,0.15
B101198,2025-06-06,F2,P10,K0051,1,0.25
B101199,2025-06-06,F2,P02,K0051,1,0.2
B101200,2025-06-06,F2,P01,K0048,1,0.2
B101201,2025-06-06,F2,P11,K0053,1,0.25
B101202,2025-06-06,F3,P14,K0124,2,0.05
B101203,2025-06-06,F3,P11,K0089,3,0.0
B101204,2025-06-06,F4,P14,K0152,1,0.1
B101205,2025-06-06,F4,P16,K0148,1,0.0
B101206,2025-06-07,F1,P07,K0037,1,0.0
B101207,2025-06-07,F1,P08,K0007,2,0.08
B101208,2025-06-07,F1,P11,K0045,3,0.05
B101209,2025-06-07,F1,P12,K0006,2,0.1
B101210,2025-06-07,F1,P08,K0019,2,0.05
B101211,2025-06-07,F1,P02,K0032,1,0.08
B101212,2025-06-07,F1,P08,K0014,1,0.0
B101213,2025-06-07,F2,P11,K0077,2,0.25
B101214,2025-06-07,F2,P02,K0074,1,0.2
B101215,2025-06-07,F3,P11,K0100,2,0.05
B101216,2025-06-07,F3,P16,K0105,1,0.05
B101217,2025-06-07,F3,P01,K0110,1,0.0
B101218,2025-06-07,F4,P16,K0145,1,0.0
B101219,2025-06-07,F4,P16,K0140,1,0.0
B101220,2025-06-07,F4,P14,K0147,2,0.0
B101221,2025-06-09,F1,P18,K0026,1,0.1
B101222,2025-06-09,F1,P09,K0043,1,0.03
B101223,2025-06-09,F1,P15,K0007,1,0.05
B101224,2025-06-09,F2,P05,K0017,1,0.25
B101225,2025-06-09,F2,P10,K0050,2,0.2
B101226,2025-06-09,F2,P08,K0051,3,0.2
B101227,2025-06-09,F2,P10,K0074,2,0.25
B101228,2025-06-09,F3,P11,K0106,1,0.1
B101229,2025-06-09,F3,P16,K0121,1,0.0
B101230,2025-06-09,F3,P11,K0120,2,0.05
B101231,2025-06-09,F3,P09,K0098,3,0.0
B101232,2025-06-09,F3,P08,K0102,1,0.0
B101233,2025-06-09,F3,P08,K0098,3,0.0
B101234,2025-06-09,F3,P06,K0104,1,0.1
B101235,2025-06-09,F3,P01,K0094,1,0.03
B101236,2025-06-09,F4,P18,K0149,1,0.1
B101237,2025-06-09,F4,P18,K0156,1,0.0
B101238,2025-06-09,F4,P04,K0158,1,0.03
B101239,2025-06-09,F4,P08,K0138,1,0.0
B101240,2025-06-10,F1,P18,K0045,1,0.05
B101241,2025-06-10,F1,P09,K0006,1,0.03
B101242,2025-06-10,F1,P11,K0019,3,0.0
B101243,2025-06-10,F1,P13,K0040,2,0.1
B101244,2025-06-10,F1,P14,K0018,1,0.0
B101245,2025-06-10,F3,P01,K0122,1,0.0
B101246,2025-06-10,F3,P14,K0103,2,0.0
B101247,2025-06-10,F3,P06,K0096,1,0.0
B101248,2025-06-10,F4,P12,K0154,3,0.08
B101249,2025-06-10,F4,P07,K0152,1,0.05
B101250,2025-06-11,F1,P04,K0037,1,0.1
B101251,2025-06-11,F2,P08,K0068,2,0.25
B101252,2025-06-11,F2,P18,K0158,1,0.15
B101253,2025-06-11,F2,P05,K0080,1,0.15
B101254,2025-06-11,F3,P07,K0096,1,0.05
B101255,2025-06-11,F3,P08,K0122,2,0.03
B101256,2025-06-11,F3,P17,K0117,1,0.05
B101257,2025-06-11,F3,P18,K0060,1,0.0
B101258,2025-06-11,F3,P13,K0121,1,0.0
B101259,2025-06-11,F3,P14,K0092,1,0.05
B101260,2025-06-11,F3,P18,K0097,1,0.08
B101261,2025-06-11,F3,P09,K0095,2,0.0
B101262,2025-06-11,F4,P18,K0156,1,0.1
B101263,2025-06-12,F1,P02,K0027,1,0.0
B101264,2025-06-12,F1,P12,K0034,2,0.1
B101265,2025-06-12,F1,P12,K0045,2,0.0
B101266,2025-06-12,F1,P11,K0015,3,0.0
B101267,2025-06-12,F1,P17,K0157,1,0.0
B101268,2025-06-12,F1,P12,K0016,2,0.0
B101269,2025-06-12,F1,P04,K0026,1,0.08
B101270,2025-06-12,F2,P11,K0048,2,0.2
B101271,2025-06-12,F2,P18,K0047,1,0.2
B101272,2025-06-12,F3,P14,K0127,2,0.0
B101273,2025-06-12,F3,P08,K0090,3,0.1
B101274,2025-06-12,F4,P02,K0148,1,0.05
B101275,2025-06-12,F4,P08,K0148,2,0.1
B101276,2025-06-12,F4,P17,K0156,1,0.05
B101277,2025-06-13,F1,P17,K0022,1,0.1
B101278,2025-06-13,F1,P06,K0040,1,0.1
B101279,2025-06-13,F1,P06,K0029,1,0.0
B101280,2025-06-13,F2,P04,K0071,1,0.2
B101281,2025-06-13,F2,P16,K0058,1,0.15
B101282,2025-06-13,F2,P09,K0050,3,0.2
B101283,2025-06-13,F2,P09,K0071,3,0.15
B101284,2025-06-13,F2,P16,K0047,1,0.2
B101285,2025-06-13,F2,P12,K0048,2,0.2
B101286,2025-06-13,F3,P17,K0130,1,0.03
B101287,2025-06-13,F3,P15,K0134,2,0.0
B101288,2025-06-13,F3,P17,K0132,1,0.03
B101289,2025-06-13,F3,P18,K0113,1,0.0
B101290,2025-06-13,F3,P01,K0129,1,0.03
B101291,2025-06-13,F4,P10,K0159,3,0.08
B101292,2025-06-13,F4,P17,K0156,1,0.0
B101293,2025-06-13,F4,P16,K0146,1,0.0
B101294,2025-06-14,F1,P18,K0039,1,0.1
B101295,2025-06-14,F1,P11,K0044,2,0.1
B101296,2025-06-14,F1,P08,K0021,3,0.0
B101297,2025-06-14,F1,P12,K0043,1,0.05
B101298,2025-06-14,F2,P12,K0051,2,0.2
B101299,2025-06-14,F2,P13,K0055,2,0.2
B101300,2025-06-14,F2,P18,K0047,1,0.25
B101301,2025-06-14,F2,P14,K0048,1,0.2
B101302,2025-06-14,F2,P10,K0154,1,0.2
B101303,2025-06-14,F2,P03,K0076,1,0.15
B101304,2025-06-14,F2,P10,K0049,1,0.15
B101305,2025-06-14,F2,P01,K0051,1,0.25
B101306,2025-06-14,F3,P15,K0119,2,0.1
B101307,2025-06-14,F3,P13,K0097,2,0.1
B101308,2025-06-14,F3,P01,K0130,1,0.1
B101309,2025-06-14,F3,P10,K0129,1,0.0
B101310,2025-06-14,F3,P01,K0129,1,0.0
B101311,2025-06-14,F3,P15,K0105,2,0.0
B101312,2025-06-14,F4,P11,K0136,3,0.0
B101313,2025-06-14,F4,P15,K0015,1,0.1
B101314,2025-06-16,F1,P18,K0010,1,0.1
B101315,2025-06-16,F1,P16,K0001,1,0.05
B101316,2025-06-16,F1,P16,K0032,1,0.1
B101317,2025-06-16,F2,P12,K0074,3,0.25
B101318,2025-06-16,F3,P11,K0092,3,0.03
B101319,2025-06-16,F3,P15,K0099,1,0.03
B101320,2025-06-16,F3,P05,K0134,1,0.0
B101321,2025-06-16,F3,P09,K0121,2,0.0
B101322,2025-06-16,F3,P06,K0102,1,0.0
B101323,2025-06-16,F4,P13,K0139,1,0.08
B101324,2025-06-17,F1,P16,K0003,1,0.05
B101325,2025-06-17,F1,P11,K0040,1,0.08
B101326,2025-06-17,F1,P15,K0025,1,0.05
B101327,2025-06-17,F2,P03,K0050,1,0.25
B101328,2025-06-17,F2,P13,K0077,1,0.15
B101329,2025-06-17,F2,P18,K0071,1,0.15
B101330,2025-06-17,F3,P16,K0087,1,0.05
B101331,2025-06-17,F3,P11,K0118,1,0.05
B101332,2025-06-17,F3,P16,K0125,1,0.05
B101333,2025-06-17,F3,P06,K0086,1,0.05
B101334,2025-06-17,F4,P14,K0144,1,0.0
B101335,2025-06-17,F4,P05,K0144,1,0.0
B101336,2025-06-17,F4,P12,K0131,1,0.0
B101337,2025-06-18,F1,P11,K0014,3,0.03
B101338,2025-06-18,F1,P18,K0002,1,0.0
B101339,2025-06-18,F1,P15,K0006,1,0.0
B101340,2025-06-18,F2,P14,K0059,2,0.2
B101341,2025-06-18,F3,P11,K0133,2,0.05
B101342,2025-06-18,F3,P10,K0116,3,0.05
B101343,2025-06-18,F3,P09,K0030,3,0.0
B101344,2025-06-18,F4,P16,K0155,1,0.0
B101345,2025-06-19,F1,P08,K0043,3,0.1
B101346,2025-06-19,F1,P02,K0026,1,0.08
B101347,2025-06-19,F1,P02,K0013,1,0.03
B101348,2025-06-19,F1,P01,K0007,1,0.1
B101349,2025-06-19,F2,P09,K0049,1,0.15
B101350,2025-06-19,F2,P06,K0078,1,0.2
B101351,2025-06-19,F2,P14,K0071,2,0.2
B101352,2025-06-19,F3,P15,K0094,1,0.05
B101353,2025-06-19,F3,P18,K0109,1,0.0
B101354,2025-06-19,F3,P08,K0104,3,0.1
B101355,2025-06-19,F3,P13,K0105,1,0.0
B101356,2025-06-19,F4,P12,K0077,2,0.0
B101357,2025-06-20,F1,P06,K0013,1,0.05
B101358,2025-06-20,F1,P15,K0032,1,0.08
B101359,2025-06-20,F1,P02,K0033,1,0.0
B101360,2025-06-20,F1,P12,K0020,1,0.03
B101361,2025-06-20,F1,P14,K0018,1,0.1
B101362,2025-06-20,F2,P12,K0071,2,0.2
B101363,2025-06-20,F2,P18,K0057,1,0.2
B101364,2025-06-20,F2,P10,K0065,1,0.2
B101365,2025-06-20,F2,P16,K0121,1,0.25
B101366,2025-06-20,F3,P15,K0117,2,0.05
B101367,2025-06-20,F4,P18,K0160,1,0.05
B101368,2025-06-20,F4,P05,K0022,1,0.1
B101369,2025-06-20,F4,P17,K0137,1,0.0
B101370,2025-06-20,F4,P17,K0147,1,0.05
B101371,2025-06-21,F1,P06,K0137,1,0.05
B101372,2025-06-21,F1,P14,K0102,2,0.0
B101373,2025-06-21,F1,P07,K0013,1,0.0
B101374,2025-06-21,F1,P08,K0038,3,0.03
B101375,2025-06-21,F2,P15,K0032,1,0.15
B101376,2025-06-21,F2,P12,K0061,1,0.25
B101377,2025-06-21,F2,P04,K0051,1,0.2
B101378,2025-06-21,F3,P17,K0130,1,0.0
B101379,2025-06-21,F3,P11,K0111,3,0.0
B101380,2025-06-21,F4,P17,K0147,1,0.03
B101381,2025-06-21,F4,P09,K0158,1,0.1
B101382,2025-06-23,F1,P01,K0039,1,0.1
B101383,2025-06-23,F1,P15,K0044,1,0.03
B101384,2025-06-23,F1,P12,K0031,3,0.1
B101385,2025-06-23,F1,P13,K0033,2,0.0
B101386,2025-06-23,F2,P13,K0067,2,0.2
B101387,2025-06-23,F2,P14,K0046,1,0.15
B101388,2025-06-23,F2,P11,K0073,2,0.25
B101389,2025-06-23,F2,P17,K0100,1,0.2
B101390,2025-06-23,F3,P15,K0105,1,0.0
B101391,2025-06-23,F3,P09,K0127,3,0.1
B101392,2025-06-23,F3,P14,K0128,1,0.03
B101393,2025-06-23,F3,P10,K0094,1,0.05
B101394,2025-06-23,F3,P10,K0094,3,0.03
B101395,2025-06-23,F4,P10,K0141,3,0.0
B101396,2025-06-23,F4,P08,K0147,1,0.05
B101397,2025-06-23,F4,P02,K0139,1,0.05
B101398,2025-06-23,F4,P09,K0138,1,0.05
B101399,2025-06-24,F1,P09,K0022,3,0.08
B101400,2025-06-24,F2,P01,K0059,1,0.2
B101401,2025-06-24,F3,P11,K0113,2,0.0
B101402,2025-06-24,F3,P11,K0087,1,0.0
B101403,2025-06-24,F3,P08,K0105,1,0.1
B101404,2025-06-24,F3,P12,K0111,3,0.0
B101405,2025-06-24,F3,P06,K0104,1,0.1
B101406,2025-06-24,F3,P02,K0147,1,0.0
B101407,2025-06-24,F3,P18,K0132,1,0.0
B101408,2025-06-24,F3,P08,K0103,1,0.1
B101409,2025-06-24,F3,P06,K0134,1,0.0
B101410,2025-06-24,F4,P12,K0145,2,0.1
B101411,2025-06-25,F1,P16,K0012,1,0.1
B101412,2025-06-25,F1,P11,K0026,1,0.05
B101413,2025-06-25,F1,P11,K0013,2,0.05
B101414,2025-06-25,F1,P08,K0020,3,0.05
B101415,2025-06-25,F1,P14,K0009,2,0.1
B101416,2025-06-25,F1,P09,K0040,2,0.05
B101417,2025-06-25,F2,P18,K0068,1,0.2
B101418,2025-06-25,F2,P04,K0053,1,0.2
B101419,2025-06-25,F2,P02,K0083,1,0.2
B101420,2025-06-25,F2,P01,K0073,1,0.25
B101421,2025-06-25,F3,P18,K0116,1,0.05
B101422,2025-06-25,F3,P05,K0121,1,0.0
B101423,2025-06-25,F3,P02,K0115,1,0.0
B101424,2025-06-25,F4,P06,K0140,1,0.0
B101425,2025-06-25,F4,P08,K0141,3,0.0
B101426,2025-06-26,F1,P17,K0031,1,0.0
B101427,2025-06-26,F1,P15,K0007,1,0.1
B101428,2025-06-26,F1,P01,K0159,1,0.05
B101429,2025-06-26,F1,P18,K0040,1,0.1
B101430,2025-06-26,F2,P16,K0082,1,0.15
B101431,2025-06-26,F3,P12,K0116,3,0.05
B101432,2025-06-26,F3,P16,K0109,1,0.03
B101433,2025-06-26,F3,P01,K0039,1,0.1
B101434,2025-06-26,F4,P11,K0140,3,0.03
B101435,2025-06-27,F2,P11,K0018,2,0.2
B101436,2025-06-27,F2,P09,K0052,1,0.2
B101437,2025-06-27,F2,P14,K0074,1,0.2
B101438,2025-06-27,F3,P01,K0095,1,0.05
B101439,2025-06-27,F3,P02,K0115,1,0.05
B101440,2025-06-27,F3,P01,K0105,1,0.03
B101441,2025-06-27,F3,P08,K0104,1,0.08
B101442,2025-06-27,F4,P06,K0142,1,0.05
B101443,2025-06-27,F4,P08,K0136,1,0.0
B101444,2025-06-27,F4,P01,K0159,1,0.1
B101445,2025-06-28,F1,P01,K0040,1,0.1
B101446,2025-06-28,F1,P11,K0046,3,0.05
B101447,2025-06-28,F1,P18,K0045,1,0.05
B101448,2025-06-28,F2,P17,K0152,1,0.15
B101449,2025-06-28,F2,P10,K0012,2,0.2
B101450,2025-06-28,F2,P09,K0074,1,0.15
B101451,2025-06-28,F2,P08,K0076,1,0.2
B101452,2025-06-28,F2,P02,K0017,1,0.25
B101453,2025-06-28,F3,P08,K0096,3,0.0
B101454,2025-06-28,F3,P04,K0088,1,0.0
B101455,2025-06-28,F3,P18,K0111,1,0.0
B101456,2025-06-28,F3,P04,K0097,1,0.1
B101457,2025-06-28,F4,P08,K0145,1,0.0
B101458,2025-06-28,F4,P13,K0147,1,0.0
B101459,2025-06-30,F1,P01,K0026,1,0.05
B101460,2025-06-30,F1,P09,K0012,1,0.1
B101461,2025-06-30,F1,P01,K0028,1,0.0
B101462,2025-06-30,F2,P18,K0061,1,0.2
B101463,2025-06-30,F3,P12,K0134,2,0.03
B101464,2025-06-30,F3,P16,K0108,1,0.0
B101465,2025-06-30,F3,P05,K0119,1,0.0
B101466,2025-06-30,F4,P13,K0159,2,0.08
B101467,2025-06-30,F4,P12,K0143,2,0.0
B101468,2025-07-01,F1,P03,K0082,1,0.05
B101469,2025-07-01,F1,P16,K0018,1,0.03
B101470,2025-07-01,F1,P12,K0125,1,0.03
B101471,2025-07-01,F1,P09,K0026,1,0.1
B101472,2025-07-01,F2,P04,K0079,1,0.2
B101473,2025-07-01,F2,P07,K0072,1,0.25
B101474,2025-07-01,F2,P06,K0050,1,0.25
B101475,2025-07-01,F3,P08,K0012,1,0.1
B101476,2025-07-01,F3,P06,K0088,1,0.05
B101477,2025-07-01,F4,P05,K0139,1,0.1
B101478,2025-07-01,F4,P09,K0157,1,0.05
B101479,2025-07-02,F1,P08,K0083,2,0.05
B101480,2025-07-02,F1,P05,K0023,1,0.05
B101481,2025-07-02,F2,P14,K0070,2,0.25
B101482,2025-07-02,F2,P18,K0080,1,0.2
B101483,2025-07-02,F2,P15,K0052,2,0.25
B101484,2025-07-02,F3,P18,K0133,1,0.0
B101485,2025-07-02,F3,P13,K0122,1,0.0
B101486,2025-07-02,F3,P12,K0114,3,0.0
B101487,2025-07-02,F3,P03,K0093,1,0.0
B101488,2025-07-02,F3,P10,K0133,1,0.0
B101489,2025-07-02,F3,P08,K0122,3,0.0
B101490,2025-07-02,F3,P16,K0061,1,0.05
B101491,2025-07-02,F4,P15,K0139,1,0.05
B101492,2025-07-03,F1,P18,K0045,1,0.0
B101493,2025-07-03,F1,P11,K0024,3,0.03
B101494,2025-07-03,F1,P12,K0041,2,0.0
B101495,2025-07-03,F2,P18,K0057,1,0.2
B101496,2025-07-03,F2,P12,K0065,1,0.2
B101497,2025-07-03,F3,P12,K0097,1,0.1
B101498,2025-07-03,F3,P14,K0108,1,0.0
B101499,2025-07-03,F3,P06,K0121,1,0.0
B101500,2025-07-03,F3,P08,K0093,2,0.03
B101501,2025-07-03,F3,P11,K0128,2,0.0
B101502,2025-07-03,F4,P08,K0138,2,0.0
B101503,2025-07-04,F1,P03,K0032,1,0.1
B101504,2025-07-04,F1,P10,K0018,1,0.1
B101505,2025-07-04,F2,P01,K0072,1,0.25
B101506,2025-07-04,F2,P11,K0081,3,0.2
B101507,2025-07-04,F3,P01,K0098,1,0.05
B101508,2025-07-04,F3,P10,K0098,1,0.1
B101509,2025-07-04,F3,P16,K0132,1,0.0
B101510,2025-07-04,F3,P08,K0097,1,0.05
B101511,2025-07-04,F4,P18,K0149,1,0.1
B101512,2025-07-04,F4,P11,K0138,3,0.05
B101513,2025-07-05,F1,P07,K0007,1,0.1
B101514,2025-07-05,F1,P17,K0011,1,0.0
B101515,2025-07-05,F2,P11,K0046,2,0.2
B101516,2025-07-05,F2,P06,K0083,1,0.15
B101517,2025-07-05,F2,P05,K0050,1,0.15
B101518,2025-07-05,F2,P01,K0068,1,0.15
B101519,2025-07-05,F2,P05,K0052,1,0.15
B101520,2025-07-05,F3,P10,K0094,3,0.0
B101521,2025-07-05,F3,P09,K0119,3,0.05
B101522,2025-07-05,F3,P17,K0129,1,0.1
B101523,2025-07-05,F3,P13,K0109,2,0.05
B101524,2025-07-05,F3,P17,K0109,1,0.0
B101525,2025-07-05,F4,P18,K0158,1,0.0
B101526,2025-07-05,F4,P12,K0114,2,0.03
B101527,2025-07-07,F1,P11,K0045,2,0.03
B101528,2025-07-07,F1,P11,K0037,1,0.1
B101529,2025-07-07,F2,P17,K0057,1,0.2
B101530,2025-07-07,F2,P11,K0079,1,0.2
B101531,2025-07-07,F2,P10,K0057,3,0.25
B101532,2025-07-07,F2,P11,K0072,1,0.15
B101533,2025-07-07,F3,P02,K0094,1,0.0
B101534,2025-07-07,F3,P08,K0116,1,0.1
B101535,2025-07-07,F3,P17,K0126,1,0.05
B101536,2025-07-07,F3,P11,K0132,1,0.03
B101537,2025-07-07,F3,P08,K0104,3,0.08
B101538,2025-07-07,F3,P13,K0100,1,0.08
B101539,2025-07-07,F3,P16,K0130,1,0.03
B101540,2025-07-07,F4,P15,K0143,2,0.05
B101541,2025-07-07,F4,P12,K0125,3,0.1
B101542,2025-07-07,F4,P09,K0160,1,0.03
B101543,2025-07-08,F1,P18,K0007,1,0.1
B101544,2025-07-08,F1,P10,K0044,3,0.05
B101545,2025-07-08,F1,P04,K0034,1,0.05
B101546,2025-07-08,F1,P17,K0010,1,0.0
B101547,2025-07-08,F1,P15,K0026,1,0.08
B101548,2025-07-08,F1,P10,K0041,2,0.0
B101549,2025-07-08,F1,P11,K0002,1,0.1
