BuchungsID;Personalnr;Kursnr;Kurstitel;Buchungsdatum;Kursbeginn;Kursende;Status;Stunden;Kosten;Feedback
252304;287;K-003;Verhaltenskodex & Compliance;28.02.2025;17.03.2025;17.03.2025;abgeschlossen;1;0,00 €;5
250373;48;K-001;Datenschutz-Grundlagen;01.03.2025;24.04.2025;24.04.2025;abgeschlossen;1;0,00 €;4
251754;215;K-001;Datenschutz-Grundlagen;01.03.2025;23.04.2025;23.04.2025;abgeschlossen;1;0,00 €;3
252657;333;K-002;Arbeitsschutz-Unterweisung;01.03.2025;10.04.2025;10.04.2025;abgeschlossen;2;0,00 €;5
253146;393;K-202;Konfliktgespräche führen;01.03.2025;10.04.2025;10.04.2025;abgeschlossen;8;687,93 €;
253212;401;K-003;Verhaltenskodex & Compliance;01.03.2025;17.03.2025;17.03.2025;teilgenommen;1;0,00 €;4
252232;278;K-501;Business English B1;02.03.2025;26.03.2025;27.03.2025;abgeschlossen;20;555,98 €;3
252482;310;K-003;Verhaltenskodex & Compliance;02.03.2025;17.04.2025;17.04.2025;abgeschlossen;1;0,00 €;
253220;402;K-003;Verhaltenskodex & Compliance;02.03.2025;25.03.2025;25.03.2025;abgeschlossen;1;0,00 €;4
250063;8;K-301;Lean Production;03.03.2025;15.04.2025;16.04.2025;abgeschlossen;16;995,55 €;4
250581;74;K-001;Datenschutz-Grundlagen;03.03.2025;03.04.2025;03.04.2025;abgeschlossen;1;0,00 €;3
251952;242;K-202;Konfliktgespräche führen;03.03.2025;15.04.2025;15.04.2025;Storniert;0;0,00 €;
252677;335;K-002;Arbeitsschutz-Unterweisung;03.03.2025;14.04.2025;14.04.2025;teilgenommen;2;0,00 €;4
250418;52;K-003;Verhaltenskodex & Compliance;04.03.2025;24.04.2025;24.04.2025;Abgeschlossen;1;0,00 €;2
250694;88;K-002;Arbeitsschutz-Unterweisung;04.03.2025;01.04.2025;01.04.2025;abgeschlossen;2;0,00 €;4
250809;103;K-001;Datenschutz-Grundlagen;04.03.2025;24.03.2025;24.03.2025;abgeschlossen;1;0,00 €;3
251979;245;K-304;Qualitätsmanagement ISO 9001;04.03.2025;08.04.2025;09.04.2025;abgeschlossen;12;792,17 €;4
252280;284;K-001;Datenschutz-Grundlagen;04.03.2025;31.03.2025;31.03.2025;Abgeschlossen;1;0,00 €;4
253343;418;K-102;Power BI Grundlagen;04.03.2025;25.04.2025;26.04.2025;teilgenommen;16;871,53 €;4
250303;39;K-001;Datenschutz-Grundlagen;05.03.2025;01.04.2025;01.04.2025;abgeschlossen;1;0,00 €;5
250479;61;K-002;Arbeitsschutz-Unterweisung;05.03.2025;01.04.2025;01.04.2025;abgeschlossen;2;0,00 €;5
250885;111;K-302;CNC-Programmierung;05.03.2025;07.04.2025;09.04.2025;abgeschlossen;24;1.385,98 €;5
251306;161;K-402;Erste Hilfe;05.03.2025;02.05.2025;02.05.2025;abgeschlossen;9;61,81 €;5
252006;248;K-003;Verhaltenskodex & Compliance;05.03.2025;24.03.2025;24.03.2025;abgeschlossen;1;0,00 €;3
252097;260;K-003;Verhaltenskodex & Compliance;05.03.2025;27.03.2025;27.03.2025;abgeschlossen;1;0,00 €;
252261;282;K-304;Qualitätsmanagement ISO 9001;05.03.2025;17.04.2025;18.04.2025;teilgenommen;12;851,30 €;5
250492;62;K-002;Arbeitsschutz-Unterweisung;06.03.2025;17.04.2025;17.04.2025;abgeschlossen;2;0,00 €;5
251861;229;K-103;KI im Arbeitsalltag;06.03.2025;14.03.2025;14.03.2025;Abgeschlossen;4;0,00 €;4
252082;258;K-103;KI im Arbeitsalltag;06.03.2025;28.03.2025;28.03.2025;abgeschlossen;4;0,00 €;4
253039;380;K-103;KI im Arbeitsalltag;06.03.2025;26.03.2025;26.03.2025;ABGESCHLOSSEN ;4;0,00 €;4
253246;405;K-106;SAP S/4 Anwendertraining;06.03.2025;08.04.2025;08.04.2025;abgeschlossen;8;0,00 €;4
250458;57;K-002;Arbeitsschutz-Unterweisung;07.03.2025;04.04.2025;04.04.2025;Abgeschlossen;2;0,00 €;4
251483;183;K-502;Deutsch am Arbeitsplatz;07.03.2025;19.03.2025;20.03.2025;storniert;0;0,00 €;
250813;104;K-001;Datenschutz-Grundlagen;08.03.2025;20.03.2025;20.03.2025;abgeschlossen;1;0,00 €;4
252395;299;K-003;Verhaltenskodex & Compliance;08.03.2025;03.04.2025;03.04.2025;abgeschlossen;1;0,00 €;3
250963;121;K-201;Führung Basis;09.03.2025;27.03.2025;29.03.2025;Abgeschlossen;24;1.595,26 €;5
251055;132;K-401;Staplerschein;09.03.2025;20.03.2025;21.03.2025;storniert;0;0,00 €;
251311;162;K-003;Verhaltenskodex & Compliance;09.03.2025;06.05.2025;06.05.2025;abgeschlossen;1;0,00 €;
251678;206;K-304;Qualitätsmanagement ISO 9001;09.03.2025;14.04.2025;15.04.2025;abgeschlossen;12;819,73 €;4
252376;296;K-104;IT-Sicherheit für alle;09.03.2025;08.04.2025;08.04.2025;abgeschlossen;2;0,00 €;4
252532;316;K-002;Arbeitsschutz-Unterweisung;09.03.2025;22.04.2025;22.04.2025;abgeschlossen;2;0,00 €;4
253339;418;K-002;Arbeitsschutz-Unterweisung;09.03.2025;08.05.2025;08.05.2025;abgeschlossen;2;0,00 €;4
250288;37;K-003;Verhaltenskodex & Compliance;10.03.2025;04.04.2025;04.04.2025;abgeschlossen;1;0,00 €;
250261;34;K-003;Verhaltenskodex & Compliance;11.03.2025;24.03.2025;24.03.2025;abgeschlossen;1;0,00 €;4
250545;69;K-103;KI im Arbeitsalltag;11.03.2025;10.04.2025;10.04.2025;abgeschlossen;4;0,00 €;
251225;152;K-001;Datenschutz-Grundlagen;11.03.2025;27.03.2025;27.03.2025;abgeschlossen;1;0,00 €;3
251626;200;K-401;Staplerschein;11.03.2025;06.05.2025;07.05.2025;abgeschlossen;16;431,86 €;5
252491;311;K-003;Verhaltenskodex & Compliance;11.03.2025;26.03.2025;26.03.2025;abgeschlossen;1;0,00 €;3
252491;311;K-003;Verhaltenskodex & Compliance;11.03.2025;26.03.2025;26.03.2025;abgeschlossen;1;0,00 €;3
252609;326;K-002;Arbeitsschutz-Unterweisung;11.03.2025;06.05.2025;06.05.2025;teilgenommen;2;0,00 €;
250193;25;K-003;Verhaltenskodex & Compliance;12.03.2025;28.04.2025;28.04.2025;abgeschlossen;1;0,00 €;3
250208;26;K-301;Lean Production;12.03.2025;22.04.2025;23.04.2025;abgeschlossen;16;1.013,74 €;5
250387;49;K-402;Erste Hilfe;12.03.2025;26.03.2025;26.03.2025;abgeschlossen;9;64,98 €;
250404;50;K-402;Erste Hilfe;12.03.2025;17.04.2025;17.04.2025;abgeschlossen;9;66,12 €;
250812;103;K-003;Verhaltenskodex & Compliance;12.03.2025;09.05.2025;09.05.2025;abgeschlossen;1;0,00 €;4
252064;256;K-002;Arbeitsschutz-Unterweisung;12.03.2025;02.04.2025;02.04.2025;teilgenommen;2;0,00 €;4
252765;348;K-002;Arbeitsschutz-Unterweisung;12.03.2025;27.03.2025;27.03.2025;abgeschlossen;2;0,00 €;4
250167;22;K-401;Staplerschein;13.03.2025;23.04.2025;24.04.2025;ABGESCHLOSSEN ;16;439,97 €;3
250490;62;K-001;Datenschutz-Grundlagen;13.03.2025;24.04.2025;24.04.2025;abgeschlossen;1;0,00 €;4
250573;73;K-001;Datenschutz-Grundlagen;13.03.2025;17.04.2025;17.04.2025;No-Show;0;0,00 €;
251821;224;K-102;Power BI Grundlagen;13.03.2025;16.04.2025;17.04.2025;abgeschlossen;16;932,65 €;3
251922;238;K-002;Arbeitsschutz-Unterweisung;13.03.2025;08.05.2025;08.05.2025;abgeschlossen;2;0,00 €;
252979;372;K-104;IT-Sicherheit für alle;13.03.2025;02.04.2025;02.04.2025;abgeschlossen;2;0,00 €;
253067;384;K-001;Datenschutz-Grundlagen;13.03.2025;25.04.2025;25.04.2025;abgeschlossen;1;0,00 €;3
251012;128;K-002;Arbeitsschutz-Unterweisung;14.03.2025;01.04.2025;01.04.2025;abgeschlossen;2;0,00 €;4
250655;84;K-003;Verhaltenskodex & Compliance;15.03.2025;15.04.2025;15.04.2025;Abgeschlossen;1;0,00 €;1
251141;143;K-001;Datenschutz-Grundlagen;15.03.2025;10.04.2025;10.04.2025;abgeschlossen;1;0,00 €;
251874;230;K-304;Qualitätsmanagement ISO 9001;15.03.2025;12.05.2025;13.05.2025;abgeschlossen;10;814,18 €;5
252223;277;K-002;Arbeitsschutz-Unterweisung;15.03.2025;10.04.2025;10.04.2025;abgeschlossen;2;0,00 €;3
252416;302;K-001;Datenschutz-Grundlagen;15.03.2025;15.04.2025;15.04.2025;abgeschlossen;1;0,00 €;3
250613;79;K-002;Arbeitsschutz-Unterweisung;16.03.2025;15.05.2025;15.05.2025;abgeschlossen;2;0,00 €;
250665;85;K-002;Arbeitsschutz-Unterweisung;16.03.2025;27.03.2025;27.03.2025;abgeschlossen;2;0,00 €;4
250753;96;K-001;Datenschutz-Grundlagen;16.03.2025;15.04.2025;15.04.2025;abgeschlossen;1;0,00 €;2
251380;171;K-003;Verhaltenskodex & Compliance;16.03.2025;13.05.2025;13.05.2025;abgeschlossen;1;0,00 €;
251436;178;K-003;Verhaltenskodex & Compliance;16.03.2025;02.04.2025;02.04.2025;abgeschlossen;1;0,00 €;3
251963;243;K-501;Business English B1;16.03.2025;02.05.2025;03.05.2025;abgeschlossen;20;544,90 €;3
252308;288;K-003;Verhaltenskodex & Compliance;16.03.2025;10.04.2025;10.04.2025;abgeschlossen;1;0,00 €;4
252918;366;K-105;Cloud-Architektur Zertifizierung;16.03.2025;04.04.2025;07.04.2025;ABGESCHLOSSEN ;32;2.400,39 €;3
252991;374;K-002;Arbeitsschutz-Unterweisung;16.03.2025;24.04.2025;24.04.2025;abgeschlossen;2;0,00 €;5
251257;155;K-001;Datenschutz-Grundlagen;17.03.2025;14.05.2025;14.05.2025;abgeschlossen;1;0,00 €;
251271;157;K-002;Arbeitsschutz-Unterweisung;17.03.2025;16.04.2025;16.04.2025;teilgenommen;2;0,00 €;
252057;254;K-305;Projektmanagement Basis;17.03.2025;12.05.2025;13.05.2025;storniert;0;0,00 €;
252668;334;K-002;Arbeitsschutz-Unterweisung;17.03.2025;23.04.2025;23.04.2025;abgeschlossen;2;0,00 €;5
252695;337;K-003;Verhaltenskodex & Compliance;17.03.2025;17.04.2025;17.04.2025;abgeschlossen;1;0,00 €;4
253041;380;K-201;Führung Basis;17.03.2025;28.04.2025;30.04.2025;Storniert;0;0,00 €;
253124;391;K-102;Power BI Grundlagen;17.03.2025;11.04.2025;12.04.2025;storniert;0;0,00 €;
253312;414;K-002;Arbeitsschutz-Unterweisung;17.03.2025;24.04.2025;24.04.2025;abgeschlossen;2;0,00 €;
250145;20;K-001;Datenschutz-Grundlagen;18.03.2025;16.05.2025;16.05.2025;abgeschlossen;1;0,00 €;3
250414;52;K-001;Datenschutz-Grundlagen;18.03.2025;15.05.2025;15.05.2025;abgeschlossen;1;0,00 €;5
250466;58;K-302;CNC-Programmierung;18.03.2025;16.04.2025;18.04.2025;abgeschlossen;24;1.376,50 €;
250466;58;K-302;CNC-Programmierung;18.03.2025;16.04.2025;18.04.2025;abgeschlossen;24;1.376,50 €;
250721;91;K-402;Erste Hilfe;18.03.2025;22.04.2025;22.04.2025;storniert ;0;0,00 €;
250899;113;K-502;Deutsch am Arbeitsplatz;18.03.2025;15.04.2025;16.04.2025;abgeschlossen;20;365,36 €;4
251126;140;K-303;Schweißtechnik Auffrischung;18.03.2025;25.03.2025;26.03.2025;Abgeschlossen;12;771,42 €;5
251198;149;K-001;Datenschutz-Grundlagen;18.03.2025;09.05.2025;09.05.2025;ABGESCHLOSSEN ;1;0,00 €;4
251424;177;K-003;Verhaltenskodex & Compliance;18.03.2025;07.04.2025;07.04.2025;abgeschlossen;1;0,00 €;
251729;213;K-001;Datenschutz-Grundlagen;18.03.2025;01.04.2025;01.04.2025;abgeschlossen;1;0,00 €;3
251897;234;K-002;Arbeitsschutz-Unterweisung;18.03.2025;16.04.2025;16.04.2025;abgeschlossen;2;0,00 €;5
252169;270;K-003;Verhaltenskodex & Compliance;18.03.2025;24.04.2025;24.04.2025;abgeschlossen;1;0,00 €;3
251384;172;K-002;Arbeitsschutz-Unterweisung;19.03.2025;02.05.2025;02.05.2025;abgeschlossen;2;0,00 €;
251529;189;K-002;Arbeitsschutz-Unterweisung;19.03.2025;26.03.2025;26.03.2025;abgeschlossen;2;0,00 €;3
251836;226;K-003;Verhaltenskodex & Compliance;19.03.2025;24.04.2025;24.04.2025;abgeschlossen;1;0,00 €;3
252172;270;K-402;Erste Hilfe;19.03.2025;15.05.2025;15.05.2025;Abgeschlossen;9;66,84 €;4
252249;281;K-001;Datenschutz-Grundlagen;19.03.2025;15.05.2025;15.05.2025;abgeschlossen;1;0,00 €;
250022;3;K-003;Verhaltenskodex & Compliance;20.03.2025;11.04.2025;11.04.2025;Abgeschlossen;1;0,00 €;
250420;52;K-402;Erste Hilfe;20.03.2025;16.04.2025;16.04.2025;abgeschlossen;9;64,74 €;5
252276;283;K-202;Konfliktgespräche führen;20.03.2025;09.05.2025;09.05.2025;abgeschlossen;8;717,77 €;
253341;418;K-003;Verhaltenskodex & Compliance;20.03.2025;19.05.2025;19.05.2025;Abgeschlossen;1;0,00 €;3
250017;2;K-402;Erste Hilfe;21.03.2025;20.05.2025;20.05.2025;ABGESCHLOSSEN ;9;62,88 €;5
250282;37;K-001;Datenschutz-Grundlagen;21.03.2025;28.04.2025;28.04.2025;abgeschlossen;1;0,00 €;
250692;88;K-001;Datenschutz-Grundlagen;21.03.2025;10.04.2025;10.04.2025;abgeschlossen;1;0,00 €;3
251102;138;K-001;Datenschutz-Grundlagen;21.03.2025;29.04.2025;29.04.2025;abgeschlossen;1;0,00 €;3
251854;228;K-003;Verhaltenskodex & Compliance;21.03.2025;30.04.2025;30.04.2025;abgeschlossen;1;0,00 €;
251984;246;K-003;Verhaltenskodex & Compliance;21.03.2025;08.05.2025;08.05.2025;abgeschlossen;1;0,00 €;3
252119;264;K-101;Excel Aufbau;21.03.2025;12.05.2025;12.05.2025;abgeschlossen;8;296,55 €;
252299;287;K-001;Datenschutz-Grundlagen;21.03.2025;16.04.2025;16.04.2025;abgeschlossen;1;0,00 €;
252557;321;K-001;Datenschutz-Grundlagen;21.03.2025;06.05.2025;06.05.2025;abgeschlossen;1;0,00 €;
253113;390;K-001;Datenschutz-Grundlagen;21.03.2025;09.04.2025;09.04.2025;abgeschlossen;1;0,00 €;4
250858;109;K-001;Datenschutz-Grundlagen;22.03.2025;14.05.2025;14.05.2025;abgeschlossen;1;0,00 €;4
251052;132;K-003;Verhaltenskodex & Compliance;22.03.2025;01.04.2025;01.04.2025;abgeschlossen;1;0,00 €;
251692;208;K-001;Datenschutz-Grundlagen;22.03.2025;31.03.2025;31.03.2025;abgeschlossen;1;0,00 €;4
251753;214;K-305;Projektmanagement Basis;22.03.2025;25.04.2025;26.04.2025;abgeschlossen;14;945,54 €;4
251832;226;K-001;Datenschutz-Grundlagen;22.03.2025;17.04.2025;17.04.2025;abgeschlossen;1;0,00 €;3
252149;268;K-001;Datenschutz-Grundlagen;22.03.2025;25.04.2025;25.04.2025;abgeschlossen;1;0,00 €;4
252380;297;K-002;Arbeitsschutz-Unterweisung;22.03.2025;07.05.2025;07.05.2025;No-Show;0;0,00 €;
252426;303;K-002;Arbeitsschutz-Unterweisung;22.03.2025;08.04.2025;08.04.2025;ABGESCHLOSSEN ;2;0,00 €;3
252593;324;K-003;Verhaltenskodex & Compliance;22.03.2025;19.05.2025;19.05.2025;abgeschlossen;1;0,00 €;
252698;337;K-307;Technischer Vertrieb Intensiv;22.03.2025;15.04.2025;17.04.2025;storniert ;0;0,00 €;
252840;358;K-001;Datenschutz-Grundlagen;22.03.2025;09.05.2025;09.05.2025;abgeschlossen;1;0,00 €;3
250049;7;K-103;KI im Arbeitsalltag;23.03.2025;03.04.2025;03.04.2025;abgeschlossen;4;0,00 €;
250109;14;K-002;Arbeitsschutz-Unterweisung;23.03.2025;20.05.2025;20.05.2025;teilgenommen;2;0,00 €;4
251064;133;K-003;Verhaltenskodex & Compliance;23.03.2025;31.03.2025;31.03.2025;ABGESCHLOSSEN ;1;0,00 €;3
251834;226;K-002;Arbeitsschutz-Unterweisung;23.03.2025;31.03.2025;31.03.2025;abgeschlossen;2;0,00 €;5
251904;235;K-002;Arbeitsschutz-Unterweisung;23.03.2025;13.05.2025;13.05.2025;abgeschlossen;2;0,00 €;4
252285;285;K-002;Arbeitsschutz-Unterweisung;23.03.2025;20.05.2025;20.05.2025;abgeschlossen;2;0,00 €;
252646;331;K-003;Verhaltenskodex & Compliance;23.03.2025;31.03.2025;31.03.2025;ABGESCHLOSSEN ;1;0,00 €;3
252673;334;K-307;Technischer Vertrieb Intensiv;23.03.2025;01.04.2025;03.04.2025;storniert ;0;0,00 €;
252673;334;K-307;Technischer Vertrieb Intensiv;23.03.2025;01.04.2025;03.04.2025;storniert ;0;0,00 €;
252917;366;K-104;IT-Sicherheit für alle;23.03.2025;12.05.2025;12.05.2025;abgeschlossen;2;0,00 €;2
250685;87;K-001;Datenschutz-Grundlagen;24.03.2025;08.05.2025;08.05.2025;storniert ;0;0,00 €;
251059;133;K-001;Datenschutz-Grundlagen;24.03.2025;01.04.2025;01.04.2025;No-Show;0;0,00 €;
251583;196;K-002;Arbeitsschutz-Unterweisung;24.03.2025;25.04.2025;25.04.2025;abgeschlossen;2;0,00 €;
252492;311;K-103;KI im Arbeitsalltag;24.03.2025;21.05.2025;21.05.2025;abgeschlossen;4;0,00 €;3
252718;341;K-003;Verhaltenskodex & Compliance;24.03.2025;06.05.2025;06.05.2025;abgeschlossen;1;0,00 €;
252874;362;K-003;Verhaltenskodex & Compliance;24.03.2025;16.04.2025;16.04.2025;abgeschlossen;1;0,00 €;2
250448;55;K-303;Schweißtechnik Auffrischung;25.03.2025;08.04.2025;09.04.2025;storniert ;0;367,26 €;
250592;76;K-001;Datenschutz-Grundlagen;25.03.2025;08.04.2025;08.04.2025;abgeschlossen;1;0,00 €;
251127;141;K-001;Datenschutz-Grundlagen;25.03.2025;06.05.2025;06.05.2025;abgeschlossen;1;0,00 €;4
251276;158;K-002;Arbeitsschutz-Unterweisung;25.03.2025;19.05.2025;19.05.2025;abgeschlossen;2;0,00 €;
252827;356;K-002;Arbeitsschutz-Unterweisung;25.03.2025;02.04.2025;02.04.2025;abgeschlossen;2;0,00 €;4
252891;364;K-001;Datenschutz-Grundlagen;25.03.2025;14.05.2025;14.05.2025;abgeschlossen;1;0,00 €;5
250116;15;K-003;Verhaltenskodex & Compliance;26.03.2025;10.04.2025;10.04.2025;abgeschlossen;1;0,00 €;3
251366;169;K-002;Arbeitsschutz-Unterweisung;26.03.2025;02.04.2025;02.04.2025;abgeschlossen;2;0,00 €;
251798;221;K-501;Business English B1;26.03.2025;06.05.2025;07.05.2025;teilgenommen;20;587,36 €;5
250218;28;K-001;Datenschutz-Grundlagen;27.03.2025;21.05.2025;21.05.2025;No-Show;0;0,00 €;
250318;41;K-001;Datenschutz-Grundlagen;27.03.2025;07.04.2025;07.04.2025;storniert;0;0,00 €;
250634;82;K-001;Datenschutz-Grundlagen;27.03.2025;21.05.2025;21.05.2025;abgeschlossen;1;0,00 €;4
252520;314;K-101;Excel Aufbau;27.03.2025;19.05.2025;19.05.2025;Storniert;0;141,32 €;
253210;401;K-002;Arbeitsschutz-Unterweisung;27.03.2025;02.05.2025;02.05.2025;abgeschlossen;2;0,00 €;
250099;13;K-001;Datenschutz-Grundlagen;28.03.2025;08.05.2025;08.05.2025;abgeschlossen;1;0,00 €;3
250275;35;K-303;Schweißtechnik Auffrischung;28.03.2025;27.05.2025;28.05.2025;abgeschlossen;16;775,43 €;5
251217;151;K-002;Arbeitsschutz-Unterweisung;28.03.2025;05.05.2025;05.05.2025;abgeschlossen;2;0,00 €;4
252071;257;K-002;Arbeitsschutz-Unterweisung;28.03.2025;15.04.2025;15.04.2025;abgeschlossen;2;0,00 €;3
252164;269;K-003;Verhaltenskodex & Compliance;28.03.2025;27.05.2025;27.05.2025;abgeschlossen;1;0,00 €;3
250705;89;K-003;Verhaltenskodex & Compliance;29.03.2025;09.04.2025;09.04.2025;Abgeschlossen;1;0,00 €;
251048;132;K-001;Datenschutz-Grundlagen;29.03.2025;10.04.2025;10.04.2025;abgeschlossen;1;0,00 €;
251050;132;K-002;Arbeitsschutz-Unterweisung;29.03.2025;02.05.2025;02.05.2025;abgeschlossen;2;0,00 €;4
251202;149;K-003;Verhaltenskodex & Compliance;29.03.2025;11.04.2025;11.04.2025;abgeschlossen;1;0,00 €;
252340;292;K-003;Verhaltenskodex & Compliance;29.03.2025;06.05.2025;06.05.2025;abgeschlossen;1;0,00 €;4
250464;58;K-003;Verhaltenskodex & Compliance;30.03.2025;14.05.2025;14.05.2025;abgeschlossen;1;0,00 €;
251650;203;K-002;Arbeitsschutz-Unterweisung;30.03.2025;09.04.2025;09.04.2025;abgeschlossen;2;0,00 €;
251844;227;K-003;Verhaltenskodex & Compliance;30.03.2025;16.05.2025;16.05.2025;abgeschlossen;1;0,00 €;
252884;363;K-002;Arbeitsschutz-Unterweisung;30.03.2025;26.05.2025;26.05.2025;abgeschlossen;2;0,00 €;3
253233;404;K-002;Arbeitsschutz-Unterweisung;30.03.2025;15.04.2025;15.04.2025;abgeschlossen;2;0,00 €;4
250119;15;K-303;Schweißtechnik Auffrischung;31.03.2025;28.04.2025;29.04.2025;abgeschlossen;16;749,09 €;4
251263;155;K-502;Deutsch am Arbeitsplatz;31.03.2025;26.05.2025;27.05.2025;Abgeschlossen;20;386,95 €;4
251505;186;K-002;Arbeitsschutz-Unterweisung;31.03.2025;21.05.2025;21.05.2025;abgeschlossen;2;0,00 €;3
251855;228;K-102;Power BI Grundlagen;31.03.2025;25.04.2025;26.04.2025;Abgeschlossen;16;923,42 €;4
252012;249;K-001;Datenschutz-Grundlagen;31.03.2025;07.04.2025;07.04.2025;abgeschlossen;1;0,00 €;3
252762;348;K-001;Datenschutz-Grundlagen;31.03.2025;15.04.2025;15.04.2025;teilgenommen;1;0,00 €;
253046;381;K-003;Verhaltenskodex & Compliance;31.03.2025;10.04.2025;10.04.2025;abgeschlossen;1;0,00 €;4
250191;25;K-002;Arbeitsschutz-Unterweisung;01.04.2025;16.04.2025;16.04.2025;teilgenommen;2;0,00 €;
250611;78;K-303;Schweißtechnik Auffrischung;01.04.2025;19.05.2025;20.05.2025;abgeschlossen;16;774,04 €;5
250658;84;K-402;Erste Hilfe;01.04.2025;17.04.2025;17.04.2025;No-Show;0;64,14 €;
250671;86;K-001;Datenschutz-Grundlagen;01.04.2025;19.05.2025;19.05.2025;abgeschlossen;1;0,00 €;4
250732;94;K-001;Datenschutz-Grundlagen;01.04.2025;29.04.2025;29.04.2025;abgeschlossen;1;0,00 €;4
251561;193;K-001;Datenschutz-Grundlagen;01.04.2025;23.05.2025;23.05.2025;ABGESCHLOSSEN ;1;0,00 €;4
252419;302;K-002;Arbeitsschutz-Unterweisung;01.04.2025;12.05.2025;12.05.2025;Abgeschlossen;2;0,00 €;
253287;410;K-002;Arbeitsschutz-Unterweisung;01.04.2025;26.05.2025;26.05.2025;abgeschlossen;2;0,00 €;4
251850;227;K-102;Power BI Grundlagen;02.04.2025;28.04.2025;29.04.2025;abgeschlossen;16;861,91 €;4
252117;264;K-003;Verhaltenskodex & Compliance;02.04.2025;30.04.2025;30.04.2025;abgeschlossen;1;0,00 €;
252135;266;K-003;Verhaltenskodex & Compliance;02.04.2025;21.05.2025;21.05.2025;abgeschlossen;1;0,00 €;2
252316;290;K-002;Arbeitsschutz-Unterweisung;02.04.2025;23.04.2025;23.04.2025;abgeschlossen;2;0,00 €;3
252464;307;K-402;Erste Hilfe;02.04.2025;12.05.2025;12.05.2025;ABGESCHLOSSEN ;9;67,41 €;
253182;397;K-106;SAP S/4 Anwendertraining;02.04.2025;07.05.2025;07.05.2025;teilgenommen;8;0,00 €;
253264;407;K-102;Power BI Grundlagen;02.04.2025;02.05.2025;03.05.2025;abgeschlossen;16;847,58 €;4
251019;129;K-001;Datenschutz-Grundlagen;03.04.2025;27.05.2025;27.05.2025;ABGESCHLOSSEN ;1;0,00 €;5
251256;154;K-101;Excel Aufbau;03.04.2025;28.05.2025;28.05.2025;teilgenommen;8;286,18 €;5
251503;185;K-003;Verhaltenskodex & Compliance;03.04.2025;30.04.2025;30.04.2025;ABGESCHLOSSEN ;1;0,00 €;
251689;207;K-305;Projektmanagement Basis;03.04.2025;07.05.2025;08.05.2025;abgeschlossen;16;944,56 €;
252795;352;K-001;Datenschutz-Grundlagen;03.04.2025;02.06.2025;02.06.2025;abgeschlossen;1;0,00 €;3
253136;393;K-001;Datenschutz-Grundlagen;03.04.2025;30.04.2025;30.04.2025;abgeschlossen;1;0,00 €;
253262;407;K-102;Power BI Grundlagen;03.04.2025;09.05.2025;10.05.2025;Abgeschlossen;12;926,30 €;5
253262;407;K-102;Power BI Grundlagen;03.04.2025;09.05.2025;10.05.2025;Abgeschlossen;12;926,30 €;5
250266;35;K-001;Datenschutz-Grundlagen;04.04.2025;23.04.2025;23.04.2025;Abgeschlossen;1;0,00 €;
250266;35;K-001;Datenschutz-Grundlagen;04.04.2025;23.04.2025;23.04.2025;Abgeschlossen;1;0,00 €;
251010;128;K-001;Datenschutz-Grundlagen;04.04.2025;23.04.2025;23.04.2025;abgeschlossen;1;0,00 €;
251396;174;K-001;Datenschutz-Grundlagen;04.04.2025;13.05.2025;13.05.2025;abgeschlossen;1;0,00 €;
251709;209;K-105;Cloud-Architektur Zertifizierung;04.04.2025;14.04.2025;17.04.2025;abgeschlossen;32;2.436,15 €;
253296;412;K-001;Datenschutz-Grundlagen;04.04.2025;16.05.2025;16.05.2025;abgeschlossen;1;0,00 €;
250210;27;K-001;Datenschutz-Grundlagen;05.04.2025;21.05.2025;21.05.2025;abgeschlossen;1;0,00 €;3
250731;93;K-003;Verhaltenskodex & Compliance;05.04.2025;14.05.2025;14.05.2025;abgeschlossen;1;0,00 €;
250960;121;K-003;Verhaltenskodex & Compliance;05.04.2025;05.05.2025;05.05.2025;abgeschlossen;1;0,00 €;
251696;208;K-003;Verhaltenskodex & Compliance;05.04.2025;08.05.2025;08.05.2025;abgeschlossen;1;0,00 €;5
251775;218;K-003;Verhaltenskodex & Compliance;05.04.2025;13.05.2025;13.05.2025;abgeschlossen;1;0,00 €;3
251847;227;K-101;Excel Aufbau;05.04.2025;06.05.2025;06.05.2025;abgeschlossen;8;277,69 €;5
252247;280;K-003;Verhaltenskodex & Compliance;05.04.2025;08.05.2025;08.05.2025;abgeschlossen;1;0,00 €;
250543;69;K-002;Arbeitsschutz-Unterweisung;06.04.2025;02.05.2025;02.05.2025;abgeschlossen;2;0,00 €;4
250619;80;K-003;Verhaltenskodex & Compliance;06.04.2025;02.06.2025;02.06.2025;abgeschlossen;1;0,00 €;5
250955;120;K-303;Schweißtechnik Auffrischung;06.04.2025;28.04.2025;29.04.2025;abgeschlossen;16;729,25 €;4
251401;174;K-003;Verhaltenskodex & Compliance;06.04.2025;07.05.2025;07.05.2025;abgeschlossen;1;0,00 €;4
251447;180;K-001;Datenschutz-Grundlagen;06.04.2025;16.05.2025;16.05.2025;abgeschlossen;1;0,00 €;3
251866;230;K-001;Datenschutz-Grundlagen;06.04.2025;16.04.2025;16.04.2025;abgeschlossen;1;0,00 €;2
252368;296;K-001;Datenschutz-Grundlagen;06.04.2025;14.04.2025;14.04.2025;abgeschlossen;1;0,00 €;
252538;317;K-002;Arbeitsschutz-Unterweisung;06.04.2025;30.04.2025;30.04.2025;abgeschlossen;2;0,00 €;4
